SOX5	Dbr1
myogenin	Gkn1
AML1	Ecm2
Nkx2-5	Atp8b2
Nkx2-5	Zeb2
HEB	Zcchc14
MAFA	Tsku
STAT6	Mall
PPARG	Gm10147
Mycn	Asphd1
myogenin	Pdyn
HNF4	Scn5a
HNF4	Ppfia3
ATF1	Crh
HNF4	Ppfia4
hbp1	Ggt7
HNF4	5730469M10Rik
GABP	Uggt1
REX1	Slc6a5
ETS2	Olfr250
GABPA	Ldoc1l
GABP	Uggt2
ATF	Cdc14b
ETS2	Aspdh
ETS2	Cyhr1
SOX5	Lrp1b
SF1	Mtch2
ETS2	B230208H17Rik
AP-2rep	Mst1r
ETS2	Gm13749
Lyf-1	Rab32
Nkx2-5	Rtf1
ER	Mir145
AML1	Ppp2r2a
c-Ets-2	Klf9
SOX5	Ap3s1
ATF	Fscn1
NF-Y	Slc9a5
STAT6	Slc26a9
Myc	Lpcat4
TGIF	Mir92-1
PPARG	Pycr1
PPARG	Cacnb1
HNF4	Heyl
HNF4	Zscan20
HNF4	Mir301b
HEB	Jph4
Stat3	4930546C10Rik
Lyf-1	Mbtd1
T3R	Kcnj3
HNF4	1700034H14Rik
PPARG	Gria1
SOX5	4930503L19Rik
PPARG	Gria3
AP-2rep	Rcn2
HNF4	Snord49a
HNF4	Snord49b
c-Rel	Slc44a1
NF-Y	Habp4
myogenin	R74862
USF	Relb
HNF4	6530418L21Rik
HNF4	Snord22
ETS2	AU019990
MAFA	Dad1
HNF4	Aire
AP-2rep	Fam26e
HNF4	Snord23
HNF4	Larp1b
ERR2(ESRRB)	Mapk8ip1
MRG2	Cacna1s
NRF-1	Osr1
HNF4	AI464131
COUP	Rdbp
OTX	Ltbp4
Nkx2-5	Zfp518a
T3R	Ypel4
OTX	Olfr943
HNF4	Airn
AML1	Dapk2
AML1	Tmf1
TAL1	Smad5
AML1	Dapk3
myogenin	Fabp12
ETS2	Ubap2l
Pax-6	Rgs11
alpha-CP1	Hspa5
HNF4	H2-T3
HNF4	Gp1bb
ETS2	Tsfm
MAFA	Pphln1
PPARG	Pea15a
STAT6	Ufd1l
PPARG	Pea15b
ETS2	Clec3b
REX1	Pofut1
AP-2rep	Gm6792
TAL1	Rac3
AP-2rep	Gm6793
Stat3	Tut1
NRF-1	Pdcd6ip
HoxB5	Grid2
GR	Synpo2
SOX5	Amd1
MAFA	Vps37b
Nobox	G6pc
SOX5	Amd2
NRF-1	Fbxo5
Nkx2-5	Dbx1
AP-1	9330111N05Rik
Stat3	Atg4a
Nkx2-5	Fam132b
MAFA	Aftph
CREB	Lekr1
CLOCK:BMAL	Pcolce2
ETS2	Dync2li1
MAFA	Apoa4
myogenin	Gm8883
NRF-1	Fbxo9
RFX1	Cnpy3
HNF4	Mrps30
ETS2	Gm7173
HNF4	Mrps31
c-Rel	Rrp8
NFAT3	Nkap
NF-Y	Dtl
HNF4	Nanos2
AML1	Mos
HNF4	Nanos3
HNF4	Mrps33
Stat3	Aamp
HNF4	Mrps34
HNF4	Oprd1
STAT6	Hand1
AP-2rep	A4gnt
FLI1	5830433M19Rik
E12	Myoz3
ETS2	Gm88
Myc	Exosc2
hbp1	Btc
SOX5	Flg2
Nkx2-5	Kiss1
HNF4	Mir684-1
MAFA	Gucy2d
Freac-4	Sin3a
PSX1	A730069N07Rik
MAFA	Gucy2e
PPARG	BC048562
SOX5	Mir873
Myc	Exosc5
MAFA	Gucy2g
SOX5	Mir874
MAFA	Epdr1
NRSE	E130309D14Rik
FRA1	Sumf1
HNF4	Lat
ETS2	Vpreb2
SOX5	Mir875
ETS2	Tcap
STAT6	Mov10
NRF-1	Snrpd1
ESE1	Aaas
PUR1	Heatr2
NRF-1	Snrpd2
Nkx2-5	Zhx2
SOX5	Mir879
ETS2	Ap1g1
STAT6	Gm3285
ETS2	Ptp4a1
myogenin	Tcfcp2
PPARG	Pycrl
ETS2	Ptp4a2
ERR2(ESRRB)	Pdia3
SOX5	Olfr1270
MRG2	Lhx9
GABP	1700021K19Rik
GABPA	Upf1
HNF4	Lamc1
myogenin	Ntf5
AP-1	Abi3
HNF4	Lamc2
SOX5	Olfr1275
PREP1	Sestd1
HNF4	Sympk
HNF4	Lamc3
CTCF	Nsfl1c
HNF4	F2
SOX5	Olfr1277
HNF4	F3
AP-2rep	Cnih3
SOX5	Olfr1278
myogenin	Mir141
MAFA	1500002O20Rik
myogenin	Mir142
AP-2rep	Chek1
HNF4	F5
AML1	Zfp395
ETS2	Thg1l
HNF4	Zfp281
AP-2rep	Tmc1
AML1	Mir758
HNF4	Elavl1
HNF4	F7
HNF4	Zfp282
AML1	Mir759
HNF4	F8
HNF4	Elavl2
MAFA	Akr1a4
ESE1	Dsel
MATH1	Tgif1
PPARG	Ltb4r1
SOX5	4930503H13Rik
NRF-1	Nudt11
HNF4	F9
HNF4	Elavl3
GR	Arfip1
AML1	Zfp398
ATF1	Chsy1
HNF4	Elavl4
myogenin	Mkln1
HNF4	Zfp286
AP-2rep	Tmc6
HNF4	Zfp287
MAFA	Tslp
AP-2rep	Tmc8
E2A	Tsc22d1
HNF4	A230072C01Rik
NUR77	Madd
ESE1	Mir710
PPARdirectrepeat1	Rtp3
ETS2	2810025M15Rik
COUP	Flna
Nkx2-5	Taf3
GABPA	4930579K19Rik
HEB	Mir133a-1
SOX5	St3gal4
Esrrb	Glrx5
MAFA	BC030870
NRF-1	Specc1l
Nkx2-5	Taf6
PUR1	Cenpw
FRA1	Hcrtr1
ATF	Mterf
AML1	Pfn1
NRF-1	Mink1
AML1	Pfn2
SOX5	Il1f10
Prop-1	Ebf3
SOX5	Flrt1
AP-2rep	Snx12
SOX5	Flrt2
AP-2rep	Snx13
E2A	Galnt12
ETS2	Olfr266
OTX	Ppp1r1b
AML1	Helt
SOX5	Flrt3
SOX5	Orc4
Ebox	Iws1
SOX5	Pou1f1
MAFA	2010321M09Rik
HNF4	Rnf111
SOX5	Orc5
HNF4	Rnf112
AML1	Nbeal2
STAT6	Galnt3
myogenin	Scd2
YY1	Dyrk1a
SF1	Mtap1b
ETS2	Gngt2
HNF4	Butr1
ETS2	Akap17b
HNF4	Rnf114
HNF4	Rnf115
HNF4	Mir302a
AP-2rep	Snx19
SF1	Map3k11
HNF4	Mir302b
SF1	Map3k12
EBF1	Vsx2
NF-kappaB	Adamtsl4
HNF4	Mir302c
HNF4	Mir302d
HEB	Wapal
AML1	Cyb561d2
FRA1	Cir1
MyoD	Syne1
SF1	Map3k15
CREB	Ddx19a
GABP	4930453N24Rik
SOX5	Dgcr14
SMM_from_consensus	Nt5c1b
PPARG	Suds3
GABP	E2f7
NF-Y	Timm17a
ETS2	Plxna1
OTX	Fgf14
AP-2rep	BC018242
GR	Xab2
AP-2rep	Kcnip1
ETS2	Plxna3
HNF4	Snord33
MAFA	Atp1a1
FRA1	Cox19
AP-2rep	Kcnip2
AP-2rep	Cyp27b1
ETS2	Plxna4
HNF4	Snord34
MAFA	Atp1a2
AP-2rep	Kcnip3
HNF4	Tbc1d22a
NFAT3	Ptk2b
AP-1	Setd1a
AP-2rep	Kcnip4
ERR2(ESRRB)	1700020I14Rik
HNF4	Tbc1d22b
HNF4	Snord37
NF-Y	Mis12
OTX	Olfr951
Stat3	Ttc39c
ETS2	2610027L16Rik
AP-2rep	Ntm
TGIF2	Ttn
SOX5	Nhlh2
HNF4	Gmps
myogenin	Snai2
alpha-CP1	Mettl17
GR	Hist1h2bj
AP-2rep	Hhatl
CREB	Ebf3
Stat3	Kif26b
myogenin	Snai3
OTX	Olfr959
T3R	Hecw2
HNF4	4921530D09Rik
USF	9430076C15Rik
PUR1	1700021K19Rik
PPARG	Mif
MAFA	Ints12
Nobox	Gmppb
HEB	2810433D01Rik
CREB	Stxbp3a
MAFA	Incenp
SOX5	Onecut2
MRG2	Pde1b
CREB	Pef1
NRSF	Cacna1b
STAT6	Gja8
AP-2rep	Leng1
HNF4	Lbh
AML1	Mpo
EBF	Cdcp2
YY1	Epn2
E2A	Scnn1g
HNF4	Man1a
Nkx2-5	Mettl11a
ETS2	Clec4n
Oct-1	Runx2
RAR	Gm239
Nkx2-5	Mettl11b
ATF2	Itfg2
myogenin	Agrn
PPARG	Olig1
TAL1	Jph4
PPARG	Trim7
NF-Y	4921531C22Rik
Nkx2-5	C030046E11Rik
ETS2	Dcp1a
NF-kappaB	Il23a
PPARG	Olig3
ETS2	Gm98
AP-2rep	Slc25a1
PPARG	Fam193b
ETS2	Fahd2a
NF-Y	Sc4mol
Ebox	Gata5
ETS2	Dcp1b
Zic2	Nt5c3l
myogenin	Upf3b
myogenin	Paf1
HNF4	Lbr
AP-2rep	Awat1
Nobox	Pigw
Stat3	S100pbp
STAT6	Acap1
ATF1	Flt1
AP-2rep	Sytl2
Nkx2-5	Trim63
SREBP-1	Fdx1l
GR	Nhsl1
AP-2rep	Sytl4
NFAT3	Plcl1
SOX5	Pth
ETS2	Sult1e1
NF-Y	Hnrpdl
PPARG	Gm2030
SOX5	Olfr1280
Stat3	Gm106
ETS2	Clk4
SOX5	Olfr1282
SOX5	Olfr1283
GABP	Pitpnm1
ETS2	Gtf2e1
Ets	Rbms2
EBF1	Ppfia2
GABP	Mrps21
AP-2rep	Rraga
AML1	Mir761
AP-2rep	Espn
AML1	Mir763
SOX5	Olfr1286
AP-2rep	Haus3
TAL1	Txk
AML1	Pvt1
myogenin	Spns2
GR	Xk
SOX5	Olfr1287
CREB	Mettl21d
SOX5	Olfr1288
SOX5	Pts
PPARG	Nfkb2
E2A	Coro2b
HNF4	Urod
SOX5	Olfr1289
myogenin	Mir153
AML1	Mir767
PPARG	Ltbp4
GABP	Crb3
AP-2rep	Haus8
HNF4	Zfp292
RFX1	Kdm6b
AP-2rep	Alx1
SOX5	Ppp1r12b
HNF4	Zfp295
FRA1	Il13ra2
HNF4	1700040I03Rik
AP-2rep	Ajap1
HNF4	Zfp296
STAT6	Sh3bgrl3
STAT6	Otop2
AP-2rep	Mapk8ip1
ATF	Atf6b
HNF4	Txndc11
Tcfcp2l1	Nkx3-2
PPARG	Klhdc10
Lyf-1	Hoxa1
AP-2rep	Rsu1
PPARG	Csf1r
FOXM1	Hdac9
HNF4	Txndc12
deltaEF1	Ahcyl1
ERR2(ESRRB)	Ogdhl
AP-2rep	Gm11595
deltaEF1	Ahcyl2
HNF4	Mpdu1
GABPA	Serinc1
HNF4	Scn7a
HNF4	Txndc16
HNF4	Txndc17
Stat3	BC023829
PPARG	Znrf1
PPARG	Deaf1
GABPA	Serinc4
ETS2	Olfr270
Arnt	Eme1
PPARG	Znrf3
SOX5	LOC100504265
ETS2	Armcx2
ATF2	Cse1l
ETS2	Dicer1
ETS2	Armcx3
Stra13	Pdcd6ip
YY1	Ubl3
CTCF	Esrra
Oct-1	Hmga1-rs1
SOX5	Prl3d2
AP-2rep	Mdm1
SOX5	Snap25
ETS2	Armcx5
AML1	Timm10
E2F-1	Creb3l2
MAFA	LOC100503704
ETS2	Armcx6
NF-Y	Slx1b
AP-2rep	Snx22
ETS2	Olfr275
PITX2	Dusp5
MAFA	2810055G20Rik
Nkx2-5	Mir92-1
Nkx2-5	Dpagt1
myogenin	Greb1l
FRA1	Ppm1a
HNF4	Nipsnap1
HNF4	Rnf121
SOX5	Ing2
PPARG	Sdpr
CLOCK:BMAL	Cnksr1
PPARG	Hmga1-rs1
SOX5	Ing3
Stat3	Olfr9
HNF4	Rnf123
MAFA	Apobr
Stat3	1110018G07Rik
Oct-1	Sesn3
STAT6	Dnaja1
USF	Slc38a2
FRA1	Ppm1e
AML1	Zwilch
ETS2	Zfc3h1
ETS2	Rit1
USF	Snord110
PPARG	Dnase1l3
PPARG	C130071C03Rik
ATF	9330159F19Rik
HNF4	Rnf128
E12	Yipf3
NF-E2	Ftl1
HTF	Nkx2-2
ETS2	Lrg1
TCF1	Mir24-1
AP-2rep	6720401G13Rik
NFAT3	P2ry1
NF-E2	Tuba1c
SOX5	Olfr11
myogenin	2210417K05Rik
HNF4	Gpat2
SOX5	Olfr12
SREBP-1	Lrig3
GR	Tomm40l
HNF4	Oraov1
PUR1	Prr12
SOX5	Olfr13
ETS2	Acat2
PUR1	Prr13
Esrrb	Glod5
SOX5	Olfr16
ETS2	Pitpnm1
NRF-1	Kif6
ETS2	Plxnb2
E2A	Pabpn1
NF-kappaB	D830031N03Rik
SOX5	Olfr17
ETS2	Pitpnm2
Nkx2-5	Ttn
RAR	Atat1
SOX5	Olfr19
ETS2	Pitpnm3
MAFA	Atp1b2
HNF4	Gc
ICSBP	Sorbs1
PPARG	Adipoq
PPARG	Sharpin
TAL1	Fbxo16
NRF-1	Actr3
PUR1	Prr19
PUR1	Dbc1
MAFA	Atp1b4
HNF4	Tfpi2
ETS2	Mir96
SOX5	Ctxn3
HNF4	Gh
Nkx2-5	Gpatch2
ETS2	1700037C18Rik
Stat3	Nasp
HNF4	Il21r
OTX	Olfr963
NFAT3	Pnma2
PPAR	Trim47
ETS2	Gata1
YY1	Rps8
SOX5	Gm14005
CTCF	Galntl4
STAT6	Dgcr2
PUR1	Mir1936
ETS2	Gata3
Pbx-1	Ednrb
HNF4	Tnfsf11
ETS2	Gata4
MAFA	Odf2
AML1	Lpar2
TGIF1	Tshz1
Stat3	B3gnt5
PUR1	Mir1938
HNF4	Tnfsf12
HNF4	1810020D17Rik
HNF4	Oxt
MAFA	Odf3
ETS2	Gata6
Pax-4	Hoxc13
HNF4	Tnfsf13
AP-2rep	2310028H24Rik
HNF4	Tnfsf14
MEF-2	5430421N21Rik
MEF2A	Oxr1
STAT6	Gjb2
AP-2rep	Cdc123
AML1	Lpar5
ETS2	Clec5a
AML1	Fhit
c-Rel	Zmynd15
TGIF2	Lhx6
HNF4	Tnfsf15
SOX5	Tab2
AP-2rep	Scnm1
STAT6	Gjb5
Mycn	BC030500
HNF4	BC055111
ETS2	Tecpr1
HNF4	Tnfsf18
NF-Y	Unc13b
myogenin	Elovl5
NF-Y	Fam13a
Lmo2complex	Cdk5r2
ETS2	Plp1
HoxB5	Srm
GABPA	Med10
myogenin	Elovl7
Esrrb	Mir1192
GABPA	Med11
AP-2rep	D630042F21Rik
MAFA	Fancb
ETS2	Gm10584
OTX	Dusp4
CREB	Brca1
NFAT3	Fam46a
HSF1	Dazl
USF	Bcl6
NFAT3	4930590J08Rik
SOX5	Rgs2
c-Ets-1	Rasal3
TAL1	Cldn5
GABPA	Med15
PPARG	Hcfc1
NF-Y	Dnajb11
Nkx2-5	Dos
PPARG	1700052N19Rik
HNF4	Lck
Stat3	Bach1
Nkx2-5	Dcbld2
PPARG	Fam49b
COUP-TF	Tbc1d22a
SOX5	Rgs6
PPARG	Tas1r2
PPARG	Sh3rf2
PPARG	Tas1r3
NRF-1	Khdrbs1
Meis1	Tlk2
PPARG	Sh3rf3
SOX5	Fli1
E2A	Col4a3
GR	Ift57
Nkx2-5	Mast4
SOX5	Rgs9
TAL1	Dll3
NRF-1	Aqp11
E2A	Col4a4
SOX5	Krtap13-1
NF-1	Rsad2
CREB	Hlf
HNF4	Zscan4a
AML1	Aig1
SOX5	Prss12
HNF4	Zscan4c
NF-kappaB	Gt(ROSA)26Sor
MAFA	2810032G03Rik
RFX1	Apobec4
HNF4	Aurkaip1
HNF4	Zscan4f
STAT6	Nfib
Stat3	Nipal1
RFX1	Suv420h2
EBF	Cd19
CTCF	Scn3a
FRA1	Mapkbp1
SOX5	Fam115a
SOX5	Rab11fip2
Stat3	Myo6
Stat3	Nipal4
ETS2	Huwe1
HNF4	6430550D23Rik
ATF1	Meg3
HNF4	Snord4a
c-Rel	Ern1
PPARG	Myo1a
ETS2	Snord88a
SREBP-1	Hnrnpa3
PUR1	Dock9
NUR77	Uqcr10
HNF4	Mir500
PPARG	Myo1b
SOX5	Rab11fip5
PPARG	AA465934
PPARG	Myo1c
HNF4	Mir501
ETS2	Snord88c
PPARG	Antxr2
HNF4	Frmpd1
GABPA	Cks1b
GABPA	Grwd1
PPARG	Fgf11
HNF4	Mir503
ETS2	Gtf2f1
PPARG	Fgf12
HNF4	Frmpd3
ETS2	1700020C07Rik
SOX5	Olfr1294
NRF-1	Ostc
AML1	Il11ra1
ETS2	Gtf2f2
HNF4	Mir505
HNF4	Frmpd4
FRA1	A430110N23Rik
SOX5	Olfr1295
HNF4	Gadl1
CREB	Rbks
ERR2(ESRRB)	Blcap
PUR1	Cntn1
CREB	Hlx
ETS2	Cirh1a
CLOCK:BMAL	Nln
GABPA	Nedd1
MATH1	Hat1
myogenin	Pkd1l3
PUR1	Cntn2
Stat3	Prdx3
PUR1	Mir193b
PPARG	Ccdc122
OCT-x	Jarid2
PPARG	Fgf16
SOX5	Olfr1298
ATF2	Tsc22d2
PPARG	Ccdc123
LMAF	Cebpb
PPARG	Fgf18
MEF-2	Rcan2
NFAT3	Chd3
ETS2	Erlec1
SF1	Pgm2
PPARG	Ccdc126
ETS2	Nol3
ETS2	Cd151
Stat3	Smg1
GABPA	Nedd8
PPARG	Ccdc129
NFAT3	Olfr1106
T3R	Rock1
ETS2	Stap2
FLI1	Pigc
OCT-x	Hist2h2aa1
STAT6	Nfix
OCT-x	Hist2h2aa2
HNF4	Atp6ap1
ETS2	Nol9
NRF-1	Mypop
NUR77	Csf3
HNF4	Rps27a
HNF4	Olfr800
HNF4	Atp6ap2
SRF	Picalm
STAT6	Commd3
Stat3	Smg7
ETS2	Tm4sf1
HNF4	Olfr801
STAT6	Celf2
Stat3	Fndc3a
RFX1	Mapkbp1
GABPA	Tm9sf3
HNF4	Olfr803
NUR77	Tmem182
YY1	Tmx2
ETS2	Tm4sf5
STAT6	Selp
STAT6	Commd8
HEB	Rag1
HNF4	Scn8a
Nkx2-5	D330050I16Rik
FLI1	Pigm
PPARG	Triobp
NF-kappaB	Krt23
HNF4	Olfr808
STAT1	Bcl6
myogenin	Xrn1
FLI1	Pigo
NRF-1	Grpel1
MAFA	Cyp51
NRF-1	Grpel2
ETS2	Olfr281
HNF4	Pxmp3
MYB	Ntng1
PUR1	Lrp12
NRF-1	9230114K14Rik
HNF4	Pxmp4
HNF4	Rps27l
ETS2	Gse1
AP-2rep	Mdn1
HNF4	Mir1306
ETS2	Lix1l
deltaEF1	Prcp
FLI1	Pigt
Octamer	Tsga14
SOX5	Tuba1a
ETS2	Stard3
AML1	Timm22
HNF4	Epn1
SOX5	Rell2
PUR1	Pitpna
HNF4	Rnf130
HNF4	Epn2
GR	Runx1t1
AML1	Ppp2r5b
Nkx2-5	Rnasek
CLOCK:BMAL	Prdx4
ETS2	Stard6
Nkx2-5	1700108J01Rik
AML1	Ralgps1
ETS2	Il20rb
MATH1	Fosl2
SOX5	Amfr
MyoD	Thpo
AML1	Ralgps2
HNF4	Rnf133
MATH1	Col2a1
ETS2	Stard8
PUR1	Mylk2
AML1	Tmem120b
PPARG	Ranbp1
STAT6	Dnajb2
GABPA	Fbxo22
MAFA	9330159F19Rik
STAT6	Lpcat2
NRF-1	Krcc1
PUR1	Mecom
STAT6	Lpcat3
Nkx2-5	Tub
AP-2rep	2700094K13Rik
HNF4	Rnf138
STAT6	Trerf1
NKX6.1	Gata2
YY1	Zfp777
AP-2rep	Sh3bp1
HNF4	Rnf139
MAFA	Cysltr2
PPARG	Rbm10
PPARG	Grid2
HNF4	Sparcl1
ETS2	Slc15a3
c-Rel	Lrrtm2
PPARG	Rbm11
STAT6	Dnajb8
MAFA	Ipo4
ATF	Ttc1
SF1	Pdia3
ERR2(ESRRB)	Atp5g3
PPARG	Ranbp9
AP-2rep	Rpa3
SF1	Pdia4
ETS2	Slc15a5
SOX5	Olfr23
MAFA	Cdkn1a
MAFA	Cdkn1b
SOX5	Olfr26
MAFA	Bpil1
PPARG	Rbm18
ETS2	Rsbn1
HNF4	Hc
AP-2rep	Mkln1
ETS2	Krt72-ps
HNF4	Snord55
HEB	4933425O20Rik
NRF-1	Tram1
HNF4	Snord57
YY1	1810026B05Rik
alpha-CP1	Atxn2l
AML1	Chrm1
Nkx2-5	Fam89b
PUR1	Mir1943
Oct-2	Sfrp2
T3R	Lrrn1
myogenin	Blnk
HNF4	Aven
USF	Atp6v0b
IRF	2010002M12Rik
AP-2rep	Nomo1
FLI1	Pafah1b2
myogenin	Gm3985
alpha-CP1	Mlec
MAFA	Tmem100
Nobox	Serpini1
Nobox	Serpini2
HNF4	Hp
AP-2rep	Lce1a1
Meis1	Myo9a
MAFA	H2afy
STAT6	9430021M05Rik
HNF4	Hr
SOX5	Mterfd2
HNF4	Rprm
Lyf-1	Mybl1
HNF4	G0s2
FLI1	3200002M19Rik
OTX	Odz3
Arnt	Gm129
HNF4	9930021D14Rik
STAT6	Aff4
HNF4	Slmo2
MAFA	Tmem108
HNF4	Mir130a
HNF4	Mir130b
HEB	Nts
AP-2rep	Zfp608
RORalpha	1300001I01Rik
AP-2rep	Tcea3
NFAT3	Gria2
HNF4	Ssfa2
HEB	BC049352
AP-2rep	Ush1c
Nkx2-5	Dok5
Nkx2-5	Dok6
GLI3	Ptpn14
CTCF	Adamts17
ATF	Fkbp7
Lyf-1	Aasdhppt
AP-2rep	Ush1g
SOX5	Inha
AR	Tenc1
ETS2	9830107B12Rik
HNF4	Ubl3
AP-2rep	Aida
HNF4	Ubl4
SOX5	Sall4
GABPA	Med29
Stat3	1110032A03Rik
PPARG	Smpd1
Arnt	Mir615
MAFA	Gm14812
LMAF	Klhl14
PPARG	Smpd3
HNF4	Ubl7
PPARG	Mkx
PPARG	Smpd4
myogenin	Itpkb
SREBP-1	Sae1
myogenin	Fam64a
SOX5	Prss23
MyoD	Sh3pxd2a
Nkx2-5	Impad1
OTX	1700049E15Rik
NF-Y	Tmx2
MAFA	Aifm1
Elf-1	Fbxl20
HNF4	Fech
CLOCK:BMAL	Nmb
HNF4	Pa2g4
PUR1	Tmem210
PPARG	Kpna2
HNF4	Mir3057
SOX5	Ogfod1
PPARG	Olfr1031
NUR77	Hoxa13
COUPdirectrepeat1	Adamts19
HNF4	Mir3059
PUR1	Tmem214
NRF-1	Hibadh
HNF4	Mir511
PPARG	Kpna6
ETS2	Ceacam10
PPARG	Fgf21
T3R	Gde1
GLI3	Csrp3
HNF4	Nfe2
PPARG	Olfr1036
PPARG	Fgf23
AP-2rep	Snai2
ETS2	Dab1
ETS2	Dab2
Nkx2-5	4930430F08Rik
Stat3	Cox4nb
HNF4	Bahd1
SOX5	Gm7854
ETS2	Myd88
PPARG	Gm2058
NFAT3	Olfr1110
PPARG	Ccdc134
ETS2	Ceacam18
HNF4	Rps2
PPARG	Ccdc135
ETS2	Cd160
PPARG	Ccl27a
PPARG	Ccdc136
SOX5	Ppp1r14b
PPARG	Ccdc137
SOX5	D17Wsu104e
SOX5	Ppp1r14c
Pax-4	Aph1a
AML1	Tmie
ETS2	Cd163
NF-kappaB(p65)	Upf2
HNF4	Rps7
MAFA	Slc27a4
NFAT3	Tbr1
HNF4	Rps8
HOXA7	Comtd1
ETS2	Rhot1
HNF4	Rps9
NFAT3	Dlx6os1
GLI2	Sulf1
ETS2	Rhot2
MAFA	Cramp1l
Stat3	Gen1
HNF4	Olfr810
AP-1	Mir335
ETS2	Card10
AP-2rep	Vps37a
STAT6	Glycam1
YY1	Ep300
HNF4	Olfr812
AP-2rep	Vps37c
Pax-4	Nlgn2
Nobox	Beta-s
PPARG	Csf3r
myogenin	Etnk2
ETS2	Card14
SOX5	Mak
HNF4	Olfr816
NFAT3	Dynlrb2
HNF4	Scn9a
PPARG	Hars
ETS2	Ppp2ca
HNF4	Garnl3
deltaEF1	Igf2bp3
HNF4	Olfr819
AP-2rep	Upf3a
HNF4	E230008N13Rik
PPARG	Dusp1
lmx1b	Islr2
Stat3	Exo1
PPARG	Dusp3
CLOCK:BMAL	Gm129
ATF2	Pcif1
RXR:LXR-beta	Mir182
PPARG	Dusp5
HNF4	Tspo2
ATF	Fkbpl
SOX5	Actl6a
HNF4	Plrg1
ETS2	Mmrn2
GABP	Snrnp200
NF-Y	Fanca
NF-Y	Atp1a3
MAFA	Prmt3
HNF4	Rnf141
PPARG	Dusp8
HNF4	Cpped1
SOX5	Max
AP-2rep	Gucy2e
HNF4	Gm6026
PUR1	Plekha2
E2A	2810433D01Rik
SOX5	Acnat2
GABPA	Fbxo33
HNF4	Rnf146
STAT5A(homodimer)	Hnrnpr
STAT6	Ap1g1
myogenin	Scg5
HNF4	Rnf148
Nobox	Olfr1222
SOX5	2810021B07Rik
HNF4	Il23a
FRA1	Rbbp7
HNF4	Rnf149
GABPA	Fbxo36
myogenin	Shmt2
PUR1	Plekha8
STAT6	Mir7b
SREBP-1	Cbx6
STAT6	Dnajc8
GR	Acta2
Ebox	Fam53c
SOX5	Olfr31
Myc	Camkv
PPARgamma:RXRalpha	Atat1
FRA1	Hephl1
SOX5	Olfr32
ETS2	Luc7l
PPARG	Rbm24
TAL1	Lmo2
Hand1::Tcfe2a	Tcf15
Stat3	Hdgfrp3
SOX5	Olfr33
PPARG	Gm14812
GABPA	Cttnbp2nl
PUR1	Nmnat2
HNF4	Snord61
ETS2	Plxnd1
PPARG	Jazf1
MAFA	Cdkn2b
NRF-1	Psd
Stat3	4930529M08Rik
GABP	Pdlim1
HNF4	Strada
Oct-2	Tsc22d3
SOX5	Olfr38
NF-1	Sall3
PPARG	Stx8
HNF4	Stradb
Meis1	Onecut2
PPARG	Mcrs1
HNF4	Snord65
ETS2	Gltpd1
HNF4	Cep350
NF-1	Sall4
SOX5	Kcnk18
HNF4	Snord66
PPARG	Gm14819
USF	Lamp1
HNF4	Rpsa
AP-2rep	Esyt3
HNF4	Snord67
MAFA	Nos2
HNF4	Snord68
AML1	Mtx1
HB9	Tle4
HNF4	Snord69
COUP	Lrrc8c
OTX	Olfr982
PPARG	Has1
HNF4	Il23r
PUR1	Mir1953
HNF4	Ik
USF	Atp6v1a
Stat3	Irx3
HNF4	Ldlrap1
ERRalpha	Hspa9
Stat3	Irx4
Irx2	Prickle2
Myc	4930558J18Rik
GR	Sertad2
HNF4	3110056O03Rik
Nkx2-5	Frmd7
MEF-2	3110099E03Rik
Nkx2-5	Frmd8
COUPdirectrepeat1	2310028H24Rik
HNF4	Bglap
HNF1	Clic1
NRF-1	Pomt2
COUP	Cenpa
MAFA	Tmem111
CREB	Suv39h2
NF-kappaB	Xkr8
TAL1	Rag1
AML1	Slc4a1
NF-Y	Rpain
HNF4	Suz12
Stat3	Glrx3
SF1	Ogdhl
ERRalpha	Pcolce
RAR	Ptf1a
SOX5	5031414D18Rik
Ebox	Nsd1
Stat3	Lrrc26
AP-2rep	Tceb2
AP-2rep	Fut11
HNF4	Adck1
GABPA	Med30
MAFA	Hephl1
AP-2rep	Ush2a
Dax1	Rapsn
AP-2rep	Tceb3
Stat3	Lrrc28
AP-2rep	Zfp618
HNF4	Adck3
ETS2	Sort1
EBF	Rnf43
ETS2	Snph
HNF4	Tmx4
PUR1	Flrt1
NRF-1	Opa1
AP-2rep	Pfn1
Nkx2-5	Fam19a4
REST	Rasgrf1
ETS2	Parm1
SOX5	Xkr6
HNF4	Krt10
STAT6	Lig1
STAT6	Baiap2
NUR77	Mrps23
SOX5	Xkr7
HNF4	Raph1
SOX5	Dnajc10
PPARG	Pnpla1
HNF4	Krt12
GABPA	Ngrn
myogenin	Phlda2
HNF4	Krt13
SOX5	Xkr9
PPARG	Podn
HNF4	Cdk10
PPARG	Trip6
c-Ets-1	Gtsf1
GABP	Gm12191
ETS2	Ddx5
HNF4	Krt14
ETS2	E330012B07Rik
STAT6	Ptgfrn
HNF4	Krt15
HNF4	Cdk12
SOX5	Dnajc14
myogenin	Fshb
ETS2	Ddx6
AP-2rep	Lypla2
HNF4	Cdk13
HNF4	Krt16
SF1	Pnpla6
HNF4	Lep
PPARG	Notum
HNF4	Krt17
HNF4	Cdk14
PPARG	Pnpla6
