rom GENESYM to affyhg
LXR	C19orf46
Elk-1	C17orf48
SF1	LOC100286844
TEF-1	C11orf96
STAT6	KTN1
USF1	CSDA
HNF4	OPTN
AP-2rep	MIR1208
STAT4	DNAH9
STAT3	PTPN6
NURR1	GUK1
Nkx2-5	FTH1
ETS2	EED
STAT3	DPYSL3
USF1	WDR17
STAT3	PTPN7
ETS2	DUOX1
Nrf-1	MFSD11
ETS2	DUOX2
E2A	ABCG1
USF	FAM179B
GR	KNTC1
HEB	CYHR1
PU.1	EPX
ETS2	FAM18B1
FXR	FBXL19-AS1
Arnt	ATP6V1A
SOX10	HAAO
LBP-1	ATCAY
ETS2	FAM18B2
SOX4	PKD1L3
FLI1	LYRM7
SOX4	NDUFS6
GR	KLF8
USF1	ITGA2
GR	KLF9
HNF4	KRTAP15-1
ETS2	PABPN1L
TCF-4	CDKN3
LRF	LOC642345
E2A	ABCG5
YY1	TOE1
LBP-1	SAP18
ETS2	HIPK1
LBP-1	TFAP4
PUR1	CDCA3
TEF-1	UNC93B1
ETS2	SP110
TBX5	STAG2
LTF	PGLYRP1
ETS2	HIPK4
Arnt	ATP6V1H
MAFA	SNORA11
MAFA	SNORA12
GR	TMCC1
HNF4	LTBR
SOX10	PPME1
PUR1	CDCA8
GR	TMCC2
PU.1	GIPC2
E2A	SCNN1A
TEF-1	KIAA1586
Nrf-1	SLMO2-ATP5E
LBP-1	NAGLU
E2A	CNOT1
ETS2	UBL7
STAT6	MEIR5
HMGIY	ACADL
TEF-1	LOC285033
MAFA	SNORA18
E2A	SCNN1D
TEF-1	TSPY26P
MAFA	MIR769
AP-4	MAMLD1
LBP-1	DBN1
NUR77	MTX2
E2A	SCNN1G
NUR77	MTX3
PXR(PXR:RXR)	MMRN1
REL	ATP5G1
TEF-1	CDK5R1
HNF4	KIAA1715
HMGIY	MIR148A
NURR1	OR2H2
TEF-1	CDK5R2
STAT3	C8orf45
NFAT2	ALDH1A2
LBP-1	TNPO1
NeuroD	WASF1
STAT3	C8orf46
RELA	TOM1L1
PU.1	LOC100287718
NeuroD	WASF2
SF1	RHOT1
FXR	SLC7A14
MAFA	PRSS12
MAFA	PHLDA3
NFAT2	MKKS
YY1	HEPH
TEF-1	GXYLT1
Tal-1beta:E47	GOPC
GR	MBLAC2
PUR1	SALL1
TEF-1	GXYLT2
Tel-2	LHFPL2
MAFA	PRSS16
p53decamer	ARMC5
STAT6	FAM49A
USF1	POGK
LBP-1	KIAA0513
Lyf-1	C15orf26
NeuroD	PTGDR
POU5F1	GLRA4
RFX1	AP4M1
MAFA	RHOXF2
FXR	LIPT1
POU2F3	ASAH2
NeuroD	PTGDS
PUR1	TPPP3
STAT4	MIR922
NF-E2	NECAB3
TEF-1	TUFM
NF-Y	CDCA2
NeuroD	GPR180
NF-Y	CDCA3
PXR(PXR:RXR)	CBARA1
NURR1	DMBT1
ETS2	AOAH
Myc	JAM2
E2A	PEPD
NeuroD	KIFC3
ETS2	NKD1
HNF4	TPM1
STAT3	LOC338799
Myc	SUN1
GR	CGB
LBP-1	CTXN1
TEF-1	LOC100190938
NeuroD	GPR182
HNF4	PIK3R2
HNF4	TPM3
PU.1	SCRT1
STAT3	MCM3AP
PU.1	SCRT2
HNF4	TPM4
FXR	SPRY4
PR	CTSE
HNF4	PIK3R3
CACCC-bindingfactor	RARA
EBF	OR51E1
HEB	RAPGEFL1
HNF4	PIK3R5
STAT6	ASCL2
NF-Y	DNAJC30
PU.1	EIF2S3
REL	IL6ST
HNF4	PIK3R6
FXR	CTNNA3
NeuroD	MIR122
AP-2rep	ACTRT2
AP-2rep	DOC2A
TFE	KCNK2
AP-2rep	DOC2B
TEF-1	TBR1
MAFA	EIF2C4
FXR	LTF
NeuroD	TMPPE
NeuroD	MIR126
E47	UCP2
GR	CGN
PU.1	C9orf89
Zic2	KIAA1467
TEF-1	ATIC
SOX10	TRAPPC3
SOX10	ONECUT1
SOX10	TRAPPC5
SOX10	ONECUT2
AP-1	PBMUCL1
Lyf-1	PHF20L1
ETS2	LOC100505478
LBP-1	KLK1
SOX10	ONECUT3
HNF4	TNFSF12-TNFSF13
GR	SHQ1
AP-1	GTF2B
ETS2	AHSA1
NUR77	FLJ44606
LBP-1	KLK3
TAL1	PAAF1
PUR1	THBD
YY1	LOC149773
TEF-1	KLB
STAT1	ATP6V0D1
CTF1	CILP
HNF4	CCNB2
YY1	LOC100288797
LBP-1	LOC285954
MAFA	MAPKAPK3
FXR	DCUN1D1
TEF-1	MIR548F1
NF-Y	SALL4
STAT4	UQCC
AREB6	RNF31
HEB	CREB3L1
GR	UBE2E2
Arnt	SCRN1
TEF-1	MIR548F2
HNF4	LOC151162
LBP-1	KLK9
NeuroD	GNN
GR	UBE2E3
E2A	INHA
Nrf-2	SPTA1
E2A	ESR1
STAT6	KLHL23
TEF-1	MIR548F3
E2A	ESR2
LEF1	LRRC66
LBP-1	LAMTOR2
TEF-1	MIR548F4
STAT4	AKAP10
STAT6	KLHL25
TEF-1	MIR548F5
RORA_1	MIR711
COUP	EMX2OS
HNF4	BTRC
STAT4	AKAP11
STAT6	KAZN
LBP-1	C19orf35
LEF1	LRRC69
FXR	SNORD49A
NeuroD	GNS
FXR	SNORD49B
LBP-1	LOC155060
GR	NCRNA00201
LBP-1	C19orf38
LEF1	STON1
OCT-x	HIST3H2BB
SRF	DDAH1
STAT3	GGT1
SOX10	HN1
ETS2	TTC7A
STAT3	CHTF8
ETS2	TTC7B
AP-2rep	ACTL6A
ETS2	ANKHD1-EIF4EBP3
STAT3	C12orf56
MAFA	WIPI1
PU.1	RAD51
STAT3	GGT5
STAT3	INSL3
LBP-1	RUNDC2A
ETS2	TFB2M
YY1	PYCARD
HNF4	CCDC90B
HMGIY	DCTN3
FLI1	TBP
USF	ALDH1B1
GABP-alpha	TPD52L2
HMGIY	DCTN4
ETS2	PEX10
HNF4	MIR135B
YY1	LMAN1
SOX10	OTX2OS1
STAT4	OR2Y1
AREB6	XKR8
NeuroD	NMNAT2
MYB	MAGI1
HNF4	FOXL1
NeuroD	EHMT1
STAT4	PRO0611
HNF4	FOXL2
HNF4	DEDD
ETS2	PEX14
YY1	GSC2
deltaEF1	KRT8
ETS2	PEX16
Myc	B3GNT2
PXR(PXR:RXR)	BEST1
TCF-4	MIR3154
FXR	C3orf70
CREB	C22orf32
ETS2	LARS2
ETS2	PEX19
YY1	RNF145
NFKB1	MIR497
NURR1	ARHGDIG
HMGIY	CATSPERB
STAT6	AK1
ATF2	C6orf170
STAT6	AK2
RFX1	PLEKHG5
AP-2rep	CR2
E2A	PROS1
Elk-1	TUSC2
YY1	RNF148
Myc	B3GNT9
NeuroD	PFKM
Arnt	SLC36A1
USF1	DCAF4
SOX10	PPA1
IRF8	VPS52
MAFA	CMTM8
NFAT2	MKL1
TAL1	MIR549
LBP-1	FAM186A
FXR	C3orf78
LBP-1	TMX3
SOX4	RAD9B
FXR	LACTB2
GR	POLR2H
LEF1	LOC100507537
LBP-1	PLA2R1
HMGIY	CALM2
NURR1	DDAH1
LBP-1	CPA1
HNF4	B3GNT2
STAT6	PKHD1
HMGIY	INPP4A
LBP-1	CPA2
STAT4	ZC3HAV1L
deltaEF1	TP53INP2
ERR2(ESRRB)	TPPP3
HNF4	B3GNT4
LBP-1	CPA3
HOXA3	MIR10B
USF1	BNC2
HNF4	B3GNT6
MyoD	NR1H3
TAL1	SNCG
LBP-1	CPA5
HNF4	B3GNT7
Lyf-1	LOC285456
TEF-1	LOC572558
HNF4	B3GNT8
PU.1	FAM158A
PU.1	NDUFS2
HNF4	B3GNT9
PU.1	NDUFS3
NF-Y	TM7SF2
LBP-1	SAP25
TEF-1	HKR1
LBP-1	INA
CTCF	RBM12
FXR	CAPG
LEF1	ATP13A4
PU.1	PKD1L3
ELK1	FIS1
PU.1	AICDA
LM4_M2	ZC3H11A
ETS2	RNF112
MAFA	MIR770
ATF	MAP1LC3A
STAT6	GGNBP2
PUR1	PARVA
Arnt	C1orf51
ETS2	RNF114
NFAT2	KBTBD8
deltaEF1	S100A14
STAT6	MEIS1
ETS2	LOC442211
MAFA	SNORA22
TEF-1	HOOK3
NeuroD	SNORD114-21
HMGIY	LMO2
MAFA	BMP2K
NeuroD	ADIPOQ
ETS2	RNF115
ETS2	APOL4
NeuroD	SNORD114-22
HMGIY	LMO3
PUR1	DVL1
AP-1	OCLN
SOX10	EVI2A
NeuroD	SNORD114-23
ETS2	EFS
CTCF	AMHR2
HNF4	FADS3
Arnt	C1orf55
HMGIY	LMO4
SOX10	EVI2B
NeuroD	SNORD114-24
AP-4	TMEM225
YY1	LOC100303728
LEF1	FAM19A1
NeuroD	HMGCR
TEF-1	KIAA1598
REL	LOC401093
HNF4	FADS6
MAFA	SNORA28
LBP-1	BHLHE40
AP-1	SLC17A3
TEF-1	LOC285045
MAFA	ACO1
SOX10	PPAN
LBP-1	CLIP1
LBP-1	CLIP2
LBP-1	PLD1
LBP-1	PLD2
AP-4	ATL2
MAFA	MMD2
LBP-1	INS
LBP-1	CLIP4
NeuroD	DOK1
MAFA	LOR
ATF	NR6A1
FXR	KLHL2
LBP-1	PLD4
YY1	OR2A20P
NeuroD	DOK2
TEF-1	ELFN1
FXR	KLHL3
TEF-1	ELFN2
Nrf-1	IRX5
MAFA	PRSS21
SAP-1a	FRA10AC1
LBP-1	PLD5
NeuroD	DOK3
MAFA	PHLDB3
NeuroD	DOK4
Nrf-1	IRX6
NeuroD	DOK5
deltaEF1	HCN1
E2A	OR8D1
STAT6	DEFB135
NeuroD	DOK7
MAFA	LOX
GLI1	C17orf61-PLSCR3
STAT5A(homodimer)	IFT20
MAFA	PRSS27
deltaEF1	TMC3
PUR1	RBM4B
NeuroD	PTGES
SOX10	INO80C
ETS2	C10orf105
E2A	CYTH2
ETS2	C10orf107
HNF4	DCLRE1C
LBP-1	KIAA0528
FXR	HRSP12
NURR1	GBX1
ATF3	BACH2
E2A	BCL2L12
NeuroD	C2orf40
USF1	LEAP2
TEF-1	FAN1
STAT4	CBLL1
HNF4	GABPA
HNF4	ZFP112
LM4_M2	BANP
NeuroD	C2orf42
STAT4	MIR938
STAT3	LIMK1
SOX10	FLJ40434
NeuroD	C2orf43
STAT6	SAMD9L
STAT3	LIMK2
STAT5A	HS3ST4
AP-2rep	CT62
AP-1	TOMM40L
NeuroD	C2orf46
CTCF	WNT1
NeuroD	C2orf47
NF-Y	RBM44
NeuroD	MIR134
PU.1	C9orf95
NFAT2	CAPN6
TEF-1	SPEG
HNF4	PCSK2
STAT3	BTBD16
NeuroD	C2orf49
NF-Y	RBM46
ETS2	ODF3L1
NeuroD	LOC644656
Pax-4	VSIG8
ATF	DNTTIP1
HNF4	PCSK4
NeuroD	MIR137
RFX1	UBE2E1
LBP-1	PLDN
NeuroD	TAB3
STAT3	BTBD19
AP-4	TRIM56
NeuroD	MIR139
HNF4	PCSK7
YY1	LOC100130890
TEF-1	SPEN
TEF-1	FTSJ1
HNF4	PCSK9
TCF4	FTO
alpha-CP1	PRPF38B
TEF-1	FTSJ3
YY1	LOC100130894
TEF-1	NPM1
TEF-1	BTBD1
TEF-1	CD2BP2
TEF-1	NPM3
IRF8	TEX13B
TEF-1	BTBD3
STAT6	KLHL31
ATF	HLF
LBP-1	LOC285965
LBP-1	PRSS1
ATF3	ID1
GABP-alpha	GANAB
GR	PACSIN3
LBP-1	PRSS2
E2A	ZNF483
LBP-1	C19orf42
ETS2	GPRIN2
GABP-alpha	ANK3
E2A	ZNF484
Nrf-1	MNT
SMAD	NEU1
ETS2	GNRH1
ETS2	GNRH2
Myc	C16orf72
NURR1	DFFA
TEF-1	BTBD9
STAT6	PTH2
LBP-1	C19orf46
STAT6	KLHL38
STAT6	TRPS1
E2A	ZNF488
TAL1	PHLDB2
HNF4	MYF5
AP-2rep	RNGTT
PU.1	TEAD2
HNF4	MYF6
TEF-1	KMO
GR	NCRNA00213
E2A	STX3
NUR77	YWHAQ
PU.1	TEAD4
STAT3	SPOPL
HMGIY	POU5F1B
LBP-1	FLJ43390
LEF1	KRTAP2-2
E2A	RGS16
FRA1	LHFPL3
E2A	RPAIN
STAT3	C12orf68
TCF-4	FAM26D
Meis1	CPA3
NeuroD	SLC4A10
NeuroD	SLC4A11
Bach2	KIAA0922
E2A	GDE1
LBP-1	SLC14A1
LBP9(Tcfcp211)	RAPGEFL1
ETS2	IDH3A
E2A	MIR548H2
ETS2	IDH3B
pax6	IRX6
CREB	DIO2
TEF-1	GRID2IP
YY1	RNF150
STAT3	DKC1
NeuroD	CXCR2
deltaEF1	GOLGA5
ETS2	INS-IGF2
NeuroD	CXCR3
STAT4	ERF
Staf	SRCAP
STAT3	SLCO1A2
NeuroD	CXCR4
STAT4	ERG
PU.1	ERF
LM4_M2	UBL3
NeuroD	CXCR5
STAT6	ST3GAL1
ETS2	IDH3G
STAT6	ST3GAL2
AP-2rep	LTB4R2
YY1	NOSTRIN
NeuroD	CXCR6
STAT6	ST3GAL3
MAFA	FOXI1
NeuroD	CXCR7
FRA1	RCAN2
HNF4	OSGEP
MAFA	FOXI2
NURR1	IFT27
HMGIY	MIR642B
LM4_M2	UBL7
E2A	FLJ30403
TAL1	TSFM
TAL1	MIR556
LBP9(Tcfcp211)	WFDC2
HSF2	LY6G6D
HMGIY	ASF1A
SOX10	PEX11B
HSF2	LY6G6E
AP-2rep	MIR1224
NeuroD	MIR1244-1
AP-2rep	MIR1225
ATF3	LOC401463
GR	POLR3G
NeuroD	MIR1244-2
HMGIY	CALN1
LBP-1	RNF144A
AP-2rep	MIR1226
NeuroD	MIR1244-3
SOX10	PEX11G
E2A	NDUFA4L2
FXR	GPKOW
LBP-1	RNF144B
FXR	TRAIP
NURR1	MAPKBP1
AP-2rep	MIR1228
LEF1	IGSF9B
MAX	TRIB1
HMGIY	PHF3
LBP-1	MIR21
GR	POLR3K
STAT6	SPINK13
YY1	FAM53B
USF1	WDR36
LBP-1	MIR22
TEF-1	LOC100131176
YY1	FAM53C
USF1	SERPINE1
NF-kappaB	BCL6B
HMGIY	PHF6
USF1	SERPINE2
YY1	AP4S1
AP-1	SACM1L
HMGIY	PHF7
LBP-1	EGR1
alpha-CP1	HAPLN2
HMGIY	PHF8
YY1	PLA2G3
LBP-1	EGR2
HMGIY	INPP5F
SOX10	RPL18AP3
E2A	LTB4R
STAT6	EXTL1
MAFA	NRG1
NFAT2	GYG1
ETS2	MORF4L1
STAT6	EXTL2
YY1	PLA2G6
TEF-1	MKKS
MAFA	NRG3
c-Myc:Max	DDX21
USF1	CRABP2
AP-2rep	HLA-DMB
LRF	C17orf105
TEF-1	BOLA2B
HMGIY	RAMP1
TEF-1	FAM63A
GABP	DBNL
deltaEF1	TBC1D10A
ETS2	UBN1
TEF-1	FAM63B
ETS2	RNF122
MAFA	SNORA31
NeuroD	PHOSPHO1
SRF	MYL3
NeuroD	PHOSPHO2
NURR1	RALBP1
E2A	SLURP1
SOX4	GPR113
ETS2	AOC2
SRF	MYL6
LBP-1	CD40LG
MAFA	SNORA35
ETS2	AOC3
SRF	MYL7
ETS2	RNF128
PU.1	MGC16121
MAFA	SNORA37
Nrf-1	SERP1
COUP	C18orf1
E2A	PER1
NeuroD	SRPK2
LEF1	TAF11
HNF4	NKTR
AP-1	C19orf55
MAFA	ACP1
NeuroD	SRPK3
SOX4	GNPAT
HMGIY	NR3C1
GABP	ANAPC4
PU.1	CD3EAP
PR	CTU2
CTCF	NR4A1
HMGIY	NR3C2
MAFA	LPP
COUP	HNRPLL
MAFA	ACP5
HNF4	KIAA1737
Nrf-1	PCCB
ETS2	FAM50A
TEF-1	SLIT1
MAFA	PRSS33
TEF-1	SLIT3
GABP-alpha	BTF3L4
RORA_2	S100A4
NURR1	TRAM2
ETS2	C10orf111
NURR1	WFDC9
LBP-1	RNASEH2B
STAT3	ERP29
MAFA	PRSS37
ETS2	SMARCA4
ETS2	C10orf113
MAFA	DHRS3
TEF-1	KIAA0087
PU.1	GIMAP2
MAFA	DHRS4
HNF4	MFRP
ETS2	C10orf114
AP-4	DTX3L
NeuroD	GP2
PU.1	GIMAP4
TEF-1	PDSS1
LRF	CTNS
LBP-1	C1R
ETS2	C10orf116
TEF-1	PDSS2
ATF1	HSPB8
STAT4	MIR944
MyoD	ATP5F1
ETS2	C10orf118
NeuroD	GP5
SMAD3	PIK3R3
MAFA	DHRS9
NeuroD	C2orf50
MAFA	NTNG2
MyoD	HBEGF
GR	CIC
EAR2	POLD4
LBP-1	PLEC
YY1	LOH3CR2A
NeuroD	C2orf52
PUR1	COL4A1
ATF2	FAT1
Myc	C3orf18
NeuroD	GP9
P50:RELA-P65	CYR61
NeuroD	MIR140
PUR1	COL4A2
STAT6	EFR3A
Myc	C3orf19
NeuroD	C2orf54
LEF1	DUSP4
NeuroD	MIR141
NeuroD	BIRC2
NeuroD	C2orf55
NeuroD	MIR142
NeuroD	BIRC3
LRF	RAC3
NeuroD	C2orf57
NeuroD	BIRC5
NeuroD	MIR144
SOX10	LBX1
NeuroD	C2orf58
YY1	REC8
NeuroD	BIRC6
AP-4	TRIM63
SOX4	TPM1
YY1	ADPGK
RFX1	C14orf135
AP-2rep	CASKIN1
NeuroD	TAC3
SOX4	TPM3
LM4_M2	PPP6C
AP-1	FTL
AP-2rep	CASKIN2
NeuroD	TAC4
ATF	RNF44
SOX4	PREX2
NeuroD	MIR149
PU.1	DCTD
AP-1	OLFM4
SOX10	GLTPD2
AP-1	POLR3E
ATF	ZNF182
OCT-x	FA2H
LBP-1	NTHL1
MAFA	IL16
NUR77	NRXN2
AP-4	ANTXRL
ATF	ZNF184
PARP	NCKAP5
NURR1	RGL1
YY1	KALRN
STAT3	CRADD
HNF4	CCND1
NeuroD	LOC654433
MEF2A	GPER
HEB	SRPK3
NURR1	RGL3
Pax-5	TP53BP1
HNF4	CCND2
YY1	NUDT16L1
TEF-1	ESPL1
FXR	MIR30C1
TEF-1	MIR548H2
LBP-1	LOC100130933
FXR	MIR30C2
TEF-1	MIR548H3
TEF-1	MIR548H4
AP-2rep	TAGLN
MAFB	ZCWPW1
RFX1	MUC1
LBP-1	C19orf55
GR	SLC39A2
GR	ALX4
MAFA	IL1A
COUP	IL28RA
YY1	RECK
LBP-1	C19orf56
AP-2rep	SEC14L1
E2A	LOC646982
STAT4	EIF4A2
LBP-1	C19orf57
E2A	RGS20
NeuroD	GPT
STAT5A	SKOR1
HNF4	DEF6
LBP-1	C19orf59
YY1	RNASEK-C17ORF49
STAT3	C12orf74
ETS2	TTC9B
PXR(PXR:RXR)	OAF
FXR	MIR193B
LRF	STEAP3
TEF-1	MKL1
TEF-1	MKL2
NeuroD	RAB22A
MEIS1	SLC35A4
c-Rel	TUBGCP4
TEF-1	NDUFA4L2
c-Myc:Max	MIR320A
STAT1	STARD8
IRF8	GPR50
YY1	TUFT1
NERF1a	MAPK13
FXR	IKZF4
STAT6	CER1
NURR1	CYP2D6
HNF4	FOXN1
HNF4	FOXN2
HNF4	FOXN3
Arnt	SPNS1
SOX10	DISP1
MAFA	SRSF7
RFX1	POLR3H
LEF1	NOSIP
SOX10	DISP2
HNF3A	PTPN22
Staf	NEK11
SOX4	LOC440900
GABP	PLD3
OTX	TRAK2
MAFA	HMMR
YY1	RNF165
TCF-4	MIR3175
LBP-1	NBAS
HMGIY	EFHA2
YY1	RNF167
SOX10	HPD
USF	CARNS1
SOX4	CHST3
CTCF	LOC645323
ATF4	GBA
STAT6	TAZ
Nrf-2	CTGF
MAFA	FOXJ3
FXR	PPIE
SOX10	MPPED1
YY1	RNF169
FXR	PPIF
TEF-1	NPNT
AP-2rep	MIR1231
SOX10	MPPED2
Elk-1	TM6SF2
c-Myb	NDUFS2
TAL1	MIR568
FXR	PPIH
Myc	RAD23A
IPF1	ACPP
LBP-1	FAM188A
FXR	PSMB10
LBP-1	FAM188B
ERR2(ESRRB)	FBRSL1
HNF4	BMP8A
ETS2	ANKMY2
USF1	WDR43
USF	PDP2
AP-2rep	MIR1237
SOX10	RGS1
AP-2rep	MIR1238
YY1	FAM54A
SOX10	RGS2
YY1	GLYR1
LEF1	CDX2
YY1	FAM54B
ATF2:c-Jun	ZNF576
YY1	FLJ43663
GR	PLAT
SOX10	RGS4
HNF4	BCL2L10
ETS2	EHF
AP-2rep	GRRP1
HNF4	BCL2L11
HNF4	BCL2L12
AP-2rep	FOXA3
ETS2	STX10
SOX10	RGS8
SOX10	RGS9
ETS2	SNORD114-1
FXR	NFE2
YY1	HES1
ETS2	STX11
HNF3A	TRAPPC8
SMAD	ADPGK
ETS2	SNORD114-2
HNF4	BCL2L14
YY1	HES2
ETS2	STX12
YY1	STX16-NPEPL1
YY1	HES3
HNF4	BCL2L15
Staf	TEX14
ETS2	PPFIBP1
MEIS1	TTN
PU.1	WDR1
TEF-1	FAM64A
SOX10	HPX
ETS2	PPFIBP2
TBX	CALCR
YY1	HES5
RELA	RHBDL2
PR	TRIM39-RPP21
ETS2	STX16
MAFA	AVEN
MAFA	SNORA40
Tal-1beta:ITF-2	MIR183
YY1	HES7
SOX10	B2M
NURR1	DKFZp761E198
AP-2rep	CTH
PU.1	WDR5
ETS2	STX18
ETS2	STX19
PU.1	WDR7
STAT6	GCN1L1
NeuroD	BPIL1
P53	LOC390940
NeuroD	BPIL2
ETS2	RNF138
PU.1	SV2C
STAT6	LYST
NeuroD	BPIL3
YY1	ACTR10
STAT3	RLIM
MAFA	SNORA47
MAFA	SNORA48
alpha-CP1	MCCC2
LBP-1	TCEA2
MAFA	SNORA49
NFAT2	SPINK5
SOX10	PRDX2
SOX10	MT1A
SOX10	PRDX3
ETS2	STX1B
YY1	KCNK10
STAT3	C8orf74
NF-kappaB	ELF1
LBP-1	ADHFE1
c-Ets-1	NDUFS2
YY1	GPAT2
STAT6	CDRT1
STAT6	NEGR1
Myc	ATOH8
YY1	KCNK12
GLI1	RPL23A
PXR(PXR:RXR)	SPATA20
SOX10	MT1F
Ets	RBP5
NeuroD	BACE1
Tal-1beta:ITF-2	MIR18B
NF-kappaB	ELF3
HMGIY	SLC17A3
NeuroD	BACE2
POU2F3	HNF1B
NURR1	HIST1H3A
TEF-1	KIAA0090
LBP-1	CLEC4F
LBP-1	CLEC4G
AP-1	TEKT5
GABP	MIR3656
NURR1	HIST1H3C
YY1	KCNK16
Bach2	SLC4A1
NeuroD	HIF1A
PXR(PXR:RXR)	SPATA24
YY1	KCNK18
GLI1	GABRG2
MAFA	PRSS46
SOX10	MT1M
Bach2	SLC4A4
NURR1	HIST1H3G
NURR1	HIST1H3H
YY1	ANK1
E2A	MIA3
LRF	NKX3-2
TEF-1	ATL1
YY1	ANK2
ETS2	C10orf125
Myc	C3orf21
YY1	ANK3
TEF-1	ATL2
Gfi1b	PHOX2B
NeuroD	GPR12
NeuroD	RNF214
HNF4	TPP1
FXR	UPB1
HNF4	TPP2
NeuroD	C2orf60
SOX10	CALR
ETS2	LEPREL4
STAT4	CBLN1
Myc	C3orf26
NeuroD	C2orf61
HNF4	KIAA0226
IRF8	SOX3
MAFA	MGAT1
NeuroD	C2orf62
NeuroD	GRIA1
PKNOX2	LOC145845
MAFA	MGAT2
Octamer	BHLHE41
NeuroD	GRIA2
NeuroD	GPR17
MAFA	MGAT3
NeuroD	MIR150
NeuroD	GPR18
IRF8	SOX5
NeuroD	C2orf64
NeuroD	GRIA3
ETS2	NKG7
SMAD	MSI2
LBP-1	LOC642864
HNF4	GABRD
NeuroD	MIR152
NF-Y	BBX
CREB	P2RX4
STAT5A(homodimer)	LOC415056
NeuroD	LOC200772
NeuroD	C2orf67
NeuroD	MIR154
MAX	FLAD1
NeuroD	C2orf68
Octamer	MBNL3
NeuroD	MIR155
AP-1	CLN3
NeuroD	C2orf69
PU.1	KIAA1109
STAT4	SORBS1
YY1	APOBEC2
STAT4	SORBS2
CTF1	PER1
SOX4	REEP2
Zic2	PTCH1
STAT4	SORBS3
PU.1	CEP192
SOX4	REEP3
YY1	APOBEC4
HNF4	AGMAT
AP-2rep	GBX2
Zic2	PTCH2
MAFA	IL25
FLI1	TMEM203
HMGIY	SNORD83B
SOX4	REEP6
YY1	KIAA0802
MAFA	IL27
STAT3	PHOX2A
TCF-4	C14orf105
USF	SEZ6L2
TEF-1	MRAP2
NeuroD	RPRM
AP-2rep	RPLP0P2
c-Ets-1p54	KIAA0226
LM4_M2	RPL15
FXR	OR2H2
NFAT2	SPIB
USF	KIAA1432
LBP-1	QTRTD1
TEF-1	MIR548I4
NFAT2	TNRC6B
ATF3	AP2B1
TEF-1	PPP1CA
LBP-1	EZH2
NeuroD	PFN3
GABP	EGR1
HNF4	MYH3
NeuroD	TAS2R14
USF1	NEFM
TEF-1	PPP1CB
HNF4	MYH4
TEF-1	PPP1CC
ETS2	PHTF1
NFAT2	SMYD1
FXR	TRAK2
STAT5A	USHBP1
ETS2	PHTF2
PU.1	NCF1
HNF4	MYH6
GABP-alpha	MCRS1
PU.1	NCF2
HNF4	MYH7
PU.1	NCF4
HNF4	MYH8
NURR1	RGMA
STAT3	FLOT1
NRSE	SYN1
HNF4	MYH9
RAR	PPFIA3
NF-Y	TXNDC16
STAT6	RPL35A
HNF4	DECR2
Elk-1	OGFOD1
GR	NCRNA00238
RFX1	C7orf45
PUR1	LTBP3
PITX2	NKX6-1
PUR1	LTBP4
USF	C4orf19
LBP-1	ARL5B
SAP-1a	MFSD3
MEIS1	PPP1R3E
CREB	ENSA
STAT6	CES2
HNF4	FOXO1
NURR1	OR10A6
NURR1	OR10A7
YY1	RNF170
PU.1	AXIN1
HNF4	FOXO3
HMGIY	ATP6V0A4
TEF-1	GYG1
AP-2rep	NAPRT1
NURR1	APTX
NFAT2	SCGB3A2
ETS2	ACSL1
YY1	RNF175
PUR1	UHRF1
GR	LOC440700
PUR1	NCK2
HNF4	GABARAP
NeuroD	GINS2
E12	KIAA1522
ETS2	ACSL3
STAT4	ZNF501
NeuroD	MALT1
Elk-1	C17orf81
NeuroD	GINS3
Tal-1beta:E47	RARG
SF1	SV2A
ETS2	ACSL4
USF	BCL3
Nrf-1	RIOK2
ETS2	ACSL5
YY1	UNC45A
ETS2	ACSL6
YY1	UNC45B
STAT4	DNAL4
Octamer	PIM2
USF	ZNF800
STAT6	HEMGN
Elk-1	C17orf86
LBP-1	FAM189B
MAFA	TDO2
TEF-1	TUBA8
TAL1	TSHR
PU.1	HMOX2
LBP-1	NAA25
ETS2	BTG1
TEF-1	LOC100131193
NURR1	LUZP1
CREB	BRAF
COUP	PEX16
NURR1	LUZP2
YY1	MELK
ETS2	BTG2
AP-2rep	MIR1249
YY1	CD302
NeuroD	GFRA1
STAT6	GLYCTK
YY1	FAM55C
FXR	PHACTR2
FXR	PHACTR3
HNF4	KRTAP5-4
LBP-1	HDGFL1
STAT3	SNAPIN
CTCF	TCTN3
NeuroD	GFRA3
NURR1	LUZP6
NeuroD	GFRA4
ETS2	EPYC
E2A	ARNTL
LBP-1	H2AFY2
STAT5A	MYB
TCF4	MIR138-1
Oct-1	MYST3
PU.1	NDUFV2
TCF4	LRRIQ3
STAT1	SNPH
CREB	CHMP1B
STAT6	SLC50A1
E12	NEURL
STAT6	OPN1SW
NeuroD	GTSF1
SOX4	SLC17A5
NURR1	NBEAL2
PU.1	DIP2C
STAT6	ATP13A3
c-Myc:Max	DDX42
TEF-1	FAM65A
CREB	OTUB2
TAL1	SLC18A2
CTF1	NEUROD2
HNF4	CHTF18
STAT6	ANG
ETS2	UBP1
NeuroD	FGFR1
ETS2	TPBG
AP-2rep	LIMS2
CTCF	RBM45
TEF-1	FAM65B
TEF-1	FAM65C
MAFA	SNORA51
NeuroD	FGFR2
MAFA	SNORA52
NF-kappaB(p50)	FAS-AS1
NeuroD	FGFR3
MAFA	SNORA53
NeuroD	STT3A
